"s"	"ct"
"http://rdf.glycoinfo.org/glycan/G18825EB"	"RES
1b:x-dman-HEX-1:5
2b:b-dgal-HEX-1:5
3b:b-dgal-HEX-1:5
4b:b-dgal-HEX-1:5
5b:b-dara-PEN-1:5
6s:phosphate
LIN
1:1o(4+1)2d
2:2o(3+1)3d
3:3o(3+1)4d
4:4o(2+1)5d
5:2o(6+1)6n"
"http://rdf.glycoinfo.org/glycan/G22117NA"	"RES
1b:x-dglc-HEX-1:5
2s:n-acetyl
3b:b-dglc-HEX-1:5
4s:n-acetyl
5b:b-dman-HEX-1:5
6b:a-dman-HEX-1:5
7b:b-dglc-HEX-1:5
8s:n-acetyl
9b:b-dglc-HEX-1:5
10b:a-dman-HEX-1:5
11b:b-dglc-HEX-1:5
12s:n-acetyl
13b:b-dglc-HEX-1:5
LIN
1:1d(2+1)2n
2:1o(4+1)3d
3:3d(2+1)4n
4:3o(4+1)5d
5:5o(3+1)6d
6:6o(2+1)7d
7:7d(2+1)8n
8:7o(4+1)9d
9:5o(6+1)10d
10:10o(2+1)11d
11:11d(2+1)12n
12:11o(4+1)13d"
"http://rdf.glycoinfo.org/glycan/G54198KV"	"RES
1b:a-dxyl-PEN-1:5
2b:b-dxyl-PEN-1:5
3b:b-dxyl-PEN-1:5
4b:a-lara-PEN-1:4
5b:a-lara-PEN-1:4
6b:b-dxyl-PEN-1:5
7b:b-dxyl-PEN-1:5
8b:a-lara-PEN-1:4
9b:a-lara-PEN-1:4
10b:b-dxyl-PEN-1:5
LIN
1:1o(4+1)2d
2:2o(4+1)3d
3:3o(2+1)4d
4:3o(3+1)5d
5:3o(4+1)6d
6:6o(4+1)7d
7:7o(2+1)8d
8:7o(3+1)9d
9:7o(4+1)10d"
"http://rdf.glycoinfo.org/glycan/G56069CI"	"RES
1b:x-lthr-TET-1:4"
"http://rdf.glycoinfo.org/glycan/G88708GQ"	"RES
1b:a-dglc-HEX-1:5
2b:b-dgal-HEX-1:5
3s:amino
LIN
1:1o(1+1)2d
2:1d(2+1)3n"
"http://rdf.glycoinfo.org/glycan/G42257IY"	"RES
1b:b-dglc-HEX-1:5
2b:b-dman-HEX-1:5
3b:a-dman-HEX-1:5
4b:b-dglc-HEX-1:5
5s:n-acetyl
6b:b-dgal-HEX-1:5
7b:b-dglc-HEX-1:5
8s:n-acetyl
9b:b-dgal-HEX-1:5
10b:a-dman-HEX-1:5
11b:b-dglc-HEX-1:5
12s:n-acetyl
13b:b-dgal-HEX-1:5
14b:b-dglc-HEX-1:5
15s:n-acetyl
16b:b-dgal-HEX-1:5
17b:b-dglc-HEX-1:5
18s:n-acetyl
19b:b-dgal-HEX-1:5
LIN
1:1o(4+1)2d
2:2o(3+1)3d
3:3o(2+1)4d
4:4d(2+1)5n
5:4o(4+1)6d
6:3o(4+1)7d
7:7d(2+1)8n
8:7o(4+1)9d
9:2o(6+1)10d
10:10o(2+1)11d
11:11d(2+1)12n
12:11o(4+1)13d
13:13o(3+1)14d
14:14d(2+1)15n
15:14o(4+1)16d
16:10o(6+1)17d
17:17d(2+1)18n
18:17o(4+1)19d"
"http://rdf.glycoinfo.org/glycan/G51675FC"	"RES
1b:x-dman-HEX-1:5
2b:b-dman-HEX-1:5
3b:b-dman-HEX-1:5
4b:b-dman-HEX-1:5
5b:b-dman-HEX-1:5
6b:a-dgal-HEX-1:5
7b:a-dgal-HEX-1:5
LIN
1:1o(4+1)2d
2:2o(4+1)3d
3:3o(4+1)4d
4:4o(4+1)5d
5:4o(6+1)6d
6:3o(6+1)7d"
"http://rdf.glycoinfo.org/glycan/G91171JL"	"RES
1b:x-dgal-HEX-1:5
2b:b-dglc-HEX-1:5
3b:b-dglc-HEX-1:5
4b:b-dglc-HEX-1:5
LIN
1:1o(3+1)2d
2:2o(4+1)3d
3:3o(4+1)4d"
"http://rdf.glycoinfo.org/glycan/G57792TW"	"RES
1b:x-dglc-HEX-1:5
2s:amino
3b:b-dglc-HEX-1:5
4s:n-acetyl
5b:b-dglc-HEX-1:5
6s:n-acetyl
7b:b-dglc-HEX-1:5
8s:n-acetyl
9b:b-dglc-HEX-1:5
10s:n-acetyl
11b:b-dglc-HEX-1:5
12s:n-acetyl
LIN
1:1d(2+1)2n
2:1o(4+1)3d
3:3d(2+1)4n
4:3o(4+1)5d
5:5d(2+1)6n
6:5o(4+1)7d
7:7d(2+1)8n
8:7o(4+1)9d
9:9d(2+1)10n
10:9o(4+1)11d
11:11d(2+1)12n"
"http://rdf.glycoinfo.org/glycan/G22115VP"	"RES
1b:x-dglc-HEX-1:5
2b:a-dglc-HEX-1:5
3b:a-dglc-HEX-1:5
4s:amino
LIN
1:1o(4+1)2d
2:2o(4+1)3d
3:1d(6+1)4n"
"http://rdf.glycoinfo.org/glycan/G62258FP"	"RES
1b:x-dman-HEX-1:5
2b:b-dman-HEX-1:5
3b:b-dman-HEX-1:5
4b:b-dman-HEX-1:5
5b:a-dgal-HEX-1:5
6b:a-dgal-HEX-1:5
LIN
1:1o(4+1)2d
2:2o(4+1)3d
3:3o(4+1)4d
4:3o(6+1)5d
5:1o(6+1)6d"
"http://rdf.glycoinfo.org/glycan/G01446KH"	"RES
1b:a-dglc-HEX-1:5
2s:amino
3b:b-dglc-HEX-1:5
4s:amino
5s:amino
6s:diphospho-ethanolamine
LIN
1:1d(2+1)2n
2:1o(6+1)3d
3:3d(2+1)4n
4:3d(3+1)5n
5:3o(4+1)6n"
"http://rdf.glycoinfo.org/glycan/G99060AX"	"RES
1b:b-dglc-HEX-1:5
2s:amino
3b:b-dglc-HEX-1:5
4s:amino
5b:b-dman-HEX-1:5
LIN
1:1d(2+1)2n
2:1o(6+1)3d
3:3d(2+1)4n
4:3o(4+1)5d"
"http://rdf.glycoinfo.org/glycan/G13201UL"	"RES
1b:b-dglc-HEX-1:5
2s:n-acetyl
3b:b-dman-HEX-1:5
4b:a-dman-HEX-1:5
5b:b-dglc-HEX-1:5
6s:n-acetyl
LIN
1:1d(2+1)2n
2:1o(4+1)3d
3:3o(3+1)4d
4:4o(2+1)5d
5:5d(2+1)6n"
"http://rdf.glycoinfo.org/glycan/G62234UR"	"RES
1b:a-dglc-HEX-1:5
2s:amino
3b:a-dman-HEX-1:5
4b:a-dman-HEX-1:5
5b:b-dgal-HEX-1:4
6b:a-dgal-HEX-1:5
7b:a-dgal-HEX-1:5
8s:phosphate
LIN
1:1d(2+1)2n
2:1o(4+1)3d
3:3o(3+1)4d
4:4o(3+1)5d
5:5o(3+1)6d
6:6o(6+1)7d
7:4o(6+1)8n"
"http://rdf.glycoinfo.org/glycan/G27687DB"	"RES
1b:x-dglc-HEX-1:5
2b:a-dman-HEX-1:5
3b:b-dara-PEN-1:5
LIN
1:1o(2+1)2d
2:2o(2+1)3d"
"http://rdf.glycoinfo.org/glycan/G22944GB"	"RES
1b:a-dgal-HEX-1:5
2b:b-dglc-HEX-1:5
3b:b-dxyl-PEN-1:5
4b:b-dglc-HEX-1:5
LIN
1:1o(4+1)2d
2:2o(3+1)3d
3:3o(2+1)4d"
"http://rdf.glycoinfo.org/glycan/G15299RO"	"RES
1b:x-dgal-HEX-1:5
2b:a-lgal-HEX-1:5
3s:methyl
4b:b-dgal-HEX-1:5
5b:a-lgal-HEX-1:5
6s:methyl
7b:b-dgal-HEX-1:5
8b:a-lgal-HEX-1:5
9s:methyl
10s:anhydro
11s:sulfate
12s:anhydro
13s:anhydro
LIN
1:1o(3+1)2d
2:2o(2+1)3n
3:2o(4+1)4d
4:4o(3+1)5d
5:5o(2+1)6n
6:5o(4+1)7d
7:7o(3+1)8d
8:8o(2+1)9n
9:8d(3+1)10n
10:8o(6+1)10n
11:7o(4+1)11n
12:5d(3+1)12n
13:5o(6+1)12n
14:2d(3+1)13n
15:2o(6+1)13n"
"http://rdf.glycoinfo.org/glycan/G04748FD"	"RES
1b:x-dglc-HEX-1:5
2b:b-dglc-HEX-1:5
3b:b-dglc-HEX-1:5
4b:b-dglc-HEX-1:5
5b:b-dglc-HEX-1:5
6b:a-dxyl-PEN-1:5
7b:a-dxyl-PEN-1:5
8b:a-dxyl-PEN-1:5
LIN
1:1o(4+1)2d
2:2o(4+1)3d
3:3o(4+1)4d
4:4o(4+1)5d
5:4o(6+1)6d
6:3o(6+1)7d
7:2o(6+1)8d"
"http://rdf.glycoinfo.org/glycan/G92287QG"	"RES
1b:b-dglc-HEX-1:5
2s:n-acetyl
3b:b-dglc-HEX-1:5
4s:n-acetyl
5b:a-dman-HEX-1:5
6b:a-dman-HEX-1:5
7b:a-dman-HEX-1:5
8b:a-dman-HEX-1:5
9b:a-dman-HEX-1:5
10b:a-dman-HEX-1:5
11b:a-dman-HEX-1:5
12b:a-dman-HEX-1:5
13b:a-dman-HEX-1:5
LIN
1:1d(2+1)2n
2:1o(4+1)3d
3:3d(2+1)4n
4:3o(4+1)5d
5:5o(3+1)6d
6:6o(2+1)7d
7:7o(2+1)8d
8:6o(6+1)9d
9:5o(6+1)10d
10:10o(3+1)11d
11:10o(6+1)12d
12:12o(2+1)13d"
"http://rdf.glycoinfo.org/glycan/G10445TA"	"RES
1b:x-dglc-HEX-1:5
2s:n-acetyl
3b:b-dman-HEX-1:5
4b:b-dglc-HEX-1:5
5s:n-acetyl
LIN
1:1d(2+1)2n
2:1o(4+1)3d
3:3o(4+1)4d
4:4d(2+1)5n"
"http://rdf.glycoinfo.org/glycan/G17790QU"	"RES
1b:b-dglc-HEX-1:5
2b:b-dgal-HEX-1:5
3b:a-dgal-HEX-1:5
4b:a-dgal-HEX-1:5
5b:a-dgal-HEX-1:5
6b:b-dgal-HEX-1:5
7s:n-acetyl
LIN
1:1o(4+1)2d
2:2o(4+1)3d
3:3o(3+1)4d
4:4o(3+1)5d
5:5o(3+1)6d
6:6d(2+1)7n"
"http://rdf.glycoinfo.org/glycan/G22727PZ"	"RES
1b:b-dglc-HEX-1:5
2s:n-acetyl
3b:b-dglc-HEX-1:5
4s:n-acetyl
5b:b-dman-HEX-1:5
6b:a-dman-HEX-1:5
7b:b-dglc-HEX-1:5
8s:n-acetyl
9b:b-dgal-HEX-1:5
10s:n-acetyl
11b:b-dgal-HEX-1:5
12s:methyl
13b:b-dgal-HEX-1:5
14s:methyl
15b:b-dgal-HEX-1:5
16s:methyl
17b:b-dgal-HEX-1:5
18s:methyl
19b:a-dman-HEX-1:5
LIN
1:1d(2+1)2n
2:1o(4+1)3d
3:3d(2+1)4n
4:3o(4+1)5d
5:5o(3+1)6d
6:6o(2+1)7d
7:7d(2+1)8n
8:7o(4+1)9d
9:9d(2+1)10n
10:9o(3+1)11d
11:11o(3+1)12n
12:11o(6+1)13d
13:13o(3+1)14n
14:9o(6+1)15d
15:15o(3+1)16n
16:15o(6+1)17d
17:17o(3+1)18n
18:5o(6+1)19d"
"http://rdf.glycoinfo.org/glycan/G90090KM"	"RES
1b:a-dglc-HEX-1:5
2b:a-dglc-HEX-1:5
3b:a-dglc-HEX-1:5
4b:a-dglc-HEX-1:5
5b:a-dglc-HEX-1:5
6b:a-dglc-HEX-1:5
7b:a-dglc-HEX-1:5
8s:n-acetyl
LIN
1:1o(4+1)2d
2:2o(4+1)3d
3:3o(4+1)4d
4:4o(4+1)5d
5:5o(4+1)6d
6:6o(4+1)7d
7:7o(4+1)1d
8:1d(6+1)8n"
"http://rdf.glycoinfo.org/glycan/G92001FG"	"RES
1b:b-dglc-HEX-1:5
2b:a-dgal-HEX-1:5
3b:a-dgal-HEX-1:5
4b:b-dgal-HEX-1:5
LIN
1:1o(6+1)2d
2:2o(6+1)3d
3:3o(6+1)4d"
"http://rdf.glycoinfo.org/glycan/G90090YG"	"RES
1b:x-dglc-HEX-1:5
2s:n-acetyl
3b:a-dman-HEX-1:5
4s:phosphate
5b:a-dman-HEX-1:5
LIN
1:1d(2+1)2n
2:1o(4+1)3d
3:3o(2+1)4n
4:3o(6+1)5d"
"http://rdf.glycoinfo.org/glycan/G26725PG"	"RES
1b:a-dgal-HEX-1:5
2s:n-acetyl
3b:b-dgal-HEX-1:5
4b:b-dglc-HEX-1:5
5s:n-acetyl
6b:b-dgal-HEX-1:5
7b:b-dgal-HEX-1:5
LIN
1:1d(2+1)2n
2:1o(3+1)3d
3:3o(3+1)4d
4:4d(2+1)5n
5:4o(4+1)6d
6:6o(3+1)7d"
"http://rdf.glycoinfo.org/glycan/G54071ZJ"	"RES
1b:b-dgal-HEX-1:5
2b:b-dglc-HEX-1:5
3s:acetyl
4s:acetyl
5s:acetyl
6b:b-dglc-HEX-1:5
7s:acetyl
8s:acetyl
9s:acetyl
LIN
1:1o(2+1)2d
2:2o(3+1)3n
3:2o(4+1)4n
4:2o(6+1)5n
5:1o(6+1)6d
6:6o(3+1)7n
7:6o(4+1)8n
8:6o(6+1)9n"
"http://rdf.glycoinfo.org/glycan/G52260VY"	"RES
1b:b-dglc-HEX-1:5
2s:n-acetyl
3b:a-dglc-HEX-1:5
4s:n-acetyl
5b:a-dman-HEX-1:5
LIN
1:1d(2+1)2n
2:1o(4+1)3d
3:3d(2+1)4n
4:3o(4+1)5d"
"http://rdf.glycoinfo.org/glycan/G13842GX"	"RES
1b:b-dgal-HEX-1:5
2b:a-dgal-HEX-1:5
3b:x-dgal-HEX-1:5
LIN
1:1o(4+1)2d
2:2o(4+1)3d"
"http://rdf.glycoinfo.org/glycan/G73348SI"	"RES
1b:x-dglc-HEX-1:5
2b:a-dglc-HEX-1:5
3b:a-dglc-HEX-1:5
4b:a-dglc-HEX-1:5
5b:a-dglc-HEX-1:5
6b:a-dglc-HEX-1:5
LIN
1:1o(6+1)2d
2:2o(6+1)3d
3:3o(6+1)4d
4:4o(6+1)5d
5:5o(6+1)6d"
"http://rdf.glycoinfo.org/glycan/G48308PU"	"RES
1b:b-dman-HEX-1:5
2b:a-dman-HEX-1:5
3b:b-dglc-HEX-1:5
4s:n-acetyl
5s:methyl
6b:b-dglc-HEX-1:5
7s:n-acetyl
8b:a-dman-HEX-1:5
9b:b-dglc-HEX-1:5
10s:n-acetyl
11s:methyl
LIN
1:1o(3+1)2d
2:2o(2+1)3d
3:3d(2+1)4n
4:2o(4+1)5n
5:1o(4+1)6d
6:6d(2+1)7n
7:1o(6+1)8d
8:8o(2+1)9d
9:9d(2+1)10n
10:8o(6+1)11n"
"http://rdf.glycoinfo.org/glycan/G93124DD"	"RES
1b:x-dglc-HEX-1:5
2s:n-acetyl
3b:a-dman-HEX-1:5
4b:a-dman-HEX-1:5
5b:a-dman-HEX-1:5
6s:phosphate
LIN
1:1d(2+1)2n
2:1o(4+1)3d
3:3o(6+1)4d
4:4o(2+1)5d
5:5o(6+1)6n"
"http://rdf.glycoinfo.org/glycan/G37216UM"	"RES
1b:x-dglc-HEX-1:5
2s:n-acetyl
3b:b-dglc-HEX-1:5
4s:n-acetyl
5b:b-dman-HEX-1:5
6b:a-dman-HEX-1:5
LIN
1:1d(2+1)2n
2:1o(4+1)3d
3:3d(2+1)4n
4:3o(4+1)5d
5:5o(3+1)6d"
"http://rdf.glycoinfo.org/glycan/G51131QL"	"RES
1b:b-dglc-HEX-1:5
2s:n-acetyl
3b:b-dgal-HEX-1:5
4b:b-dglc-HEX-1:5
5s:n-acetyl
LIN
1:1d(2+1)2n
2:1o(4+1)3d
3:3o(4+1)4d
4:4d(2+1)5n"
"http://rdf.glycoinfo.org/glycan/G63048AW"	"RES
1b:x-dgal-HEX-1:5
2b:b-dglc-HEX-1:5
3b:b-dglc-HEX-1:5
4b:b-dxyl-PEN-1:5
LIN
1:1o(3+1)2d
2:1o(4+1)3d
3:3o(3+1)4d"
"http://rdf.glycoinfo.org/glycan/G19038KD"	"RES
1b:x-dman-HEX-1:5
2b:b-dman-HEX-1:5
LIN
1:1o(4+1)2d"
"http://rdf.glycoinfo.org/glycan/G42208LC"	"RES
1b:x-dglc-HEX-1:5
2b:a-dglc-HEX-1:5
3b:a-dglc-HEX-1:5
4b:a-dglc-HEX-1:5
5b:a-dglc-HEX-1:5
6b:a-dglc-HEX-1:5
7b:a-dglc-HEX-1:5
LIN
1:1o(4+1)2d
2:2o(4+1)3d
3:3o(4+1)4d
4:4o(4+1)5d
5:5o(4+1)6d
6:4o(6+1)7d"
"http://rdf.glycoinfo.org/glycan/G24052QZ"	"RES
1b:x-dman-HEX-1:5
2b:b-dglc-HEX-1:5
3b:b-dglc-HEX-1:5
LIN
1:1o(4+1)2d
2:2o(4+1)3d"
"http://rdf.glycoinfo.org/glycan/G66937TJ"	"RES
1b:b-dglc-HEX-1:5
2s:n-acetyl
3b:b-dglc-HEX-1:5
4s:n-acetyl
5b:b-dman-HEX-1:5
6b:a-dman-HEX-1:5
7b:b-dglc-HEX-1:5
8s:n-acetyl
9b:b-dgal-HEX-1:5
10b:a-dman-HEX-1:5
11b:b-dglc-HEX-1:5
12s:n-acetyl
LIN
1:1d(2+1)2n
2:1o(4+1)3d
3:3d(2+1)4n
4:3o(4+1)5d
5:5o(3+1)6d
6:6o(2+1)7d
7:7d(2+1)8n
8:7o(4+1)9d
9:5o(6+1)10d
10:10o(2+1)11d
11:11d(2+1)12n"
"http://rdf.glycoinfo.org/glycan/G41270JX"	"RES
1b:b-xxyl-PEN-1:5
2b:a-xxyl-PEN-1:5
LIN
1:1o(1+1)2d"
"http://rdf.glycoinfo.org/glycan/G37561FL"	"RES
1b:x-dglc-HEX-1:5
2s:n-acetyl
3b:b-dglc-HEX-1:5
4s:n-acetyl
5b:b-dman-HEX-1:5
6b:a-dman-HEX-1:5
7b:a-dman-HEX-1:5
8b:a-dman-HEX-1:5
9b:a-dman-HEX-1:5
10b:a-dman-HEX-1:5
LIN
1:1d(2+1)2n
2:1o(4+1)3d
3:3d(2+1)4n
4:3o(4+1)5d
5:5o(3+1)6d
6:6o(6+1)7d
7:7o(3+1)8d
8:8o(6+1)9d
9:9o(2+1)10d"
"http://rdf.glycoinfo.org/glycan/G99915NV"	"RES
1b:b-dglc-HEX-1:5
2b:b-dglc-HEX-1:5
LIN
1:1o(1+1)2d"
"http://rdf.glycoinfo.org/glycan/G55989ZS"	"RES
1b:a-dman-HEX-1:5
2s:acetyl
3b:a-dman-HEX-1:5
4s:acetyl
5b:a-dman-HEX-1:5
6s:acetyl
7b:a-dman-HEX-1:5
8s:acetyl
9b:a-dman-HEX-1:5
10s:acetyl
LIN
1:1o(2+1)2n
2:1o(3+1)3d
3:3o(4+1)4n
4:1o(6+1)5d
5:5o(2+1)6n
6:5o(3+1)7d
7:7o(4+1)8n
8:5o(6+1)9d
9:9o(4+1)10n"
"http://rdf.glycoinfo.org/glycan/G08616RN"	"RES
1b:x-dgal-HEX-1:5
2b:x-xgal-HEX-1:5
3b:x-xgal-HEX-1:5
4b:x-dgal-HEX-1:5
5b:x-xgal-HEX-1:5
LIN
1:1o(3+1)2d
2:2o(2+1)3d
3:1o(6+1)4d
4:4o(3+1)5d"
"http://rdf.glycoinfo.org/glycan/G70859XP"	"RES
1b:x-dglc-HEX-1:5
2s:n-acetyl
3b:b-dglc-HEX-1:5
4s:n-acetyl
5b:b-dman-HEX-1:5
6b:a-dman-HEX-1:5
7b:b-dglc-HEX-1:5
8s:n-acetyl
9b:b-dgal-HEX-1:5
10s:n-acetyl
11b:a-dman-HEX-1:5
12b:b-dglc-HEX-1:5
13s:n-acetyl
14b:b-dglc-HEX-1:5
15s:n-acetyl
LIN
1:1d(2+1)2n
2:1o(4+1)3d
3:3d(2+1)4n
4:3o(4+1)5d
5:5o(3+1)6d
6:6o(2+1)7d
7:7d(2+1)8n
8:7o(4+1)9d
9:9d(2+1)10n
10:5o(6+1)11d
11:11o(2+1)12d
12:12d(2+1)13n
13:11o(6+1)14d
14:14d(2+1)15n"
"http://rdf.glycoinfo.org/glycan/G25352AX"	"RES
1b:x-dgal-HEX-1:5
2b:b-dman-HEX-1:5
3b:b-dglc-HEX-1:5
LIN
1:1o(3+1)2d
2:1o(4+1)3d"
"http://rdf.glycoinfo.org/glycan/G21814BJ"	"RES
1b:x-dman-HEX-1:5
2b:b-dgal-HEX-1:5
3b:b-dgal-HEX-1:5
4b:b-dglc-HEX-1:5
5s:phosphate
LIN
1:1o(4+1)2d
2:2o(3+1)3d
3:3o(3+1)4d
4:2o(6+1)5n"
"http://rdf.glycoinfo.org/glycan/G85599NG"	"RES
1b:x-dglc-HEX-1:5
2s:n-acetyl
3b:b-dglc-HEX-1:5
4s:n-acetyl
5b:b-dman-HEX-1:5
6b:a-dman-HEX-1:5
7b:a-dman-HEX-1:5
8b:a-dman-HEX-1:5
9b:a-dman-HEX-1:5
10b:a-dman-HEX-1:5
11b:a-dman-HEX-1:5
12b:b-dglc-HEX-1:5
13s:n-acetyl
14b:b-dgal-HEX-1:5
LIN
1:1d(2+1)2n
2:1o(4+1)3d
3:3d(2+1)4n
4:3o(4+1)5d
5:5o(3+1)6d
6:6o(2+1)7d
7:7o(2+1)8d
8:8o(2+1)9d
9:9o(2+1)10d
10:5o(6+1)11d
11:11o(2+1)12d
12:12d(2+1)13n
13:12o(4+1)14d"
"http://rdf.glycoinfo.org/glycan/G00654VR"	"RES
1b:a-dglc-HEX-1:5
2s:amino
3b:a-dman-HEX-1:5
4b:a-dman-HEX-1:5
5b:a-dman-HEX-1:5
6b:b-dgal-HEX-1:4
LIN
1:1d(2+1)2n
2:1o(4+1)3d
3:3o(6+1)4d
4:4o(2+1)5d
5:5o(3+1)6d"
"http://rdf.glycoinfo.org/glycan/G59782MA"	"RES
1b:b-dglc-HEX-1:5
2s:n-acetyl
3b:b-dgal-HEX-1:5
4s:sulfate
LIN
1:1d(2+1)2n
2:1o(3+1)3d
3:3o(3+1)4n"
"http://rdf.glycoinfo.org/glycan/G85378DV"	"RES
1b:x-dgal-HEX-1:5
2b:b-dgal-HEX-1:5
LIN
1:1o(6+1)2d"
"http://rdf.glycoinfo.org/glycan/G81337OK"	"RES
1b:x-dglc-HEX-1:5
2b:b-dgal-HEX-1:5
3b:b-dgal-HEX-1:5
4s:n-acetyl
LIN
1:1o(4+1)2d
2:2o(3+1)3d
3:3d(2+1)4n"
"http://rdf.glycoinfo.org/glycan/G48670RT"	"RES
1b:x-dglc-HEX-1:5
2s:n-acetyl
3b:b-dglc-HEX-1:5
4s:n-acetyl
5b:b-dman-HEX-1:5
6b:a-dman-HEX-1:5
7b:b-dgal-HEX-1:5
LIN
1:1d(2+1)2n
2:1o(4+1)3d
3:3d(2+1)4n
4:3o(4+1)5d
5:5o(3+1)6d
6:5o(6+1)7d"
"http://rdf.glycoinfo.org/glycan/G80699WY"	"RES
1b:x-dman-HEX-1:5
2b:a-dman-HEX-1:5
3b:a-dman-HEX-1:5
LIN
1:1o(2+1)2d
2:2o(3+1)3d"
"http://rdf.glycoinfo.org/glycan/G47365KR"	"RES
1b:a-dglc-HEX-1:5
2b:b-dglc-HEX-1:5
3b:a-dglc-HEX-1:5
LIN
1:1o(6+1)2d
2:2o(4+1)3d"
"http://rdf.glycoinfo.org/glycan/G83625PL"	"RES
1b:a-dgro-dman-HEP-1:5
2b:a-dglc-HEX-1:5
3b:a-dglc-HEX-1:5
4b:a-dglc-HEX-1:5
5b:a-dglc-HEX-1:5
6s:n-acetyl
7b:a-dgal-HEX-1:5
LIN
1:1o(3+1)2d
2:2o(3+1)3d
3:3o(2+1)4d
4:4o(2+1)5d
5:5d(2+1)6n
6:2o(6+1)7d"
"http://rdf.glycoinfo.org/glycan/G18545MY"	"RES
1b:a-dman-HEX-1:5
2b:b-dgal-HEX-1:5
3b:b-dgal-HEX-1:5
4b:b-dgal-HEX-1:5
5b:b-dgal-HEX-1:5
6b:b-dgal-HEX-1:5
7b:b-dgal-HEX-1:5
8b:b-dgal-HEX-1:5
9b:b-dgal-HEX-1:5
10b:b-dgal-HEX-1:5
11b:b-dgal-HEX-1:5
12b:b-dgal-HEX-1:5
13b:b-dgal-HEX-1:5
14b:b-dgal-HEX-1:5
15s:phosphate
LIN
1:1o(4+1)2d
2:2o(3+1)3d
3:3o(3+1)4d
4:4o(3+1)5d
5:5o(3+1)6d
6:6o(3+1)7d
7:7o(3+1)8d
8:8o(3+1)9d
9:9o(3+1)10d
10:10o(3+1)11d
11:11o(3+1)12d
12:12o(3+1)13d
13:13o(3+1)14d
14:2o(6+1)15n"
"http://rdf.glycoinfo.org/glycan/G95390AP"	"RES
1b:x-dxyl-PEN-1:5
2b:b-dxyl-PEN-1:5
3b:b-dglc-HEX-1:5
LIN
1:1o(2+1)2d
2:2o(2+1)3d"
"http://rdf.glycoinfo.org/glycan/G00433KW"	"RES
1b:x-dglc-HEX-1:5
2s:n-acetyl
3b:b-dglc-HEX-1:5
4s:n-acetyl
5b:b-dman-HEX-1:5
6b:a-dman-HEX-1:5
7b:a-dman-HEX-1:5
8b:a-dman-HEX-1:5
9b:a-dglc-HEX-1:5
10b:a-dman-HEX-1:5
11b:a-dman-HEX-1:5
LIN
1:1d(2+1)2n
2:1o(4+1)3d
3:3d(2+1)4n
4:3o(4+1)5d
5:5o(3+1)6d
6:6o(2+1)7d
7:7o(2+1)8d
8:8o(3+1)9d
9:5o(6+1)10d
10:10o(3+1)11d"
"http://rdf.glycoinfo.org/glycan/G13578XK"	"RES
1b:b-dgal-HEX-1:5
2b:b-dglc-HEX-1:5
3s:amino
4s:acetyl
5s:acetyl
6s:acetyl
7b:b-dglc-HEX-1:5
8s:amino
9s:acetyl
10s:acetyl
11s:acetyl
12b:b-dglc-HEX-1:5
13s:amino
14s:acetyl
15s:acetyl
16s:acetyl
LIN
1:1o(2+1)2d
2:2d(2+1)3n
3:2o(3+1)4n
4:2o(4+1)5n
5:2o(6+1)6n
6:1o(3+1)7d
7:7d(2+1)8n
8:7o(3+1)9n
9:7o(4+1)10n
10:7o(6+1)11n
11:1o(6+1)12d
12:12d(2+1)13n
13:12o(3+1)14n
14:12o(4+1)15n
15:12o(6+1)16n"
"http://rdf.glycoinfo.org/glycan/G97745GE"	"RES
1b:x-xall-HEX-1:5
2b:a-dglc-HEX-1:5
3b:b-dglc-HEX-1:5
4b:b-dglc-HEX-1:5
5b:b-dglc-HEX-1:5
6b:b-dglc-HEX-1:5
7b:b-dglc-HEX-1:5
8b:b-dglc-HEX-1:5
9b:b-dglc-HEX-1:5
10b:b-dglc-HEX-1:5
LIN
1:1o(1+1)2d
2:2o(3+1)3d
3:2o(6+1)4d
4:4o(6+1)5d
5:5o(3+1)6d
6:5o(6+1)7d
7:7o(6+1)8d
8:8o(3+1)9d
9:8o(6+1)10d"
"http://rdf.glycoinfo.org/glycan/G11078WZ"	"RES
1b:b-dglc-HEX-1:5
2s:n-acetyl
3b:b-dman-HEX-1:5
4b:a-dman-HEX-1:5
5b:a-dman-HEX-1:5
6b:a-dman-HEX-1:5
7b:a-dman-HEX-1:5
8b:a-dman-HEX-1:5
LIN
1:1d(2+1)2n
2:1o(4+1)3d
3:3o(3+1)4d
4:3o(6+1)5d
5:5o(3+1)6d
6:5o(6+1)7d
7:7o(2+1)8d"
